SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,GOODS_CREDIT_RATIO,EMPLOYMENT_YEARS,AGE_YEARS,TARGET
414823,Revolving loans,F,N,N,0,63000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.035792,-7994,-881.0,-4078.0,-676,1,1,0,1,1,0,Laborers,1.0,2,2,MONDAY,12,0,0,0,0,0,0,Self-employed,0.5059979305057544,0.5844147480556828,0.5352762504724826,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,block of flats,0.0688,Panel,No,0.0,0.0,0.0,0.0,-590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.857142857142857,0.1428571428571428,1.0,2.4136986301369863,21.9013698630137,0
405455,Cash loans,F,N,Y,0,180000.0,846517.5,32373.0,684000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-11373,-311.0,-4832.0,-3993,1,1,0,1,1,0,Laborers,1.0,1,1,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.5059979305057544,0.5836869478862722,0.5352762504724826,0.1954,0.0936,0.9891,0.24,0.1034,0.6042,0.0,0.2326,0.0192,0.1124,0.0594,0.9856,0.1611,0.069,0.5417,0.0,0.1229,0.004,0.1973,0.0936,0.9891,0.24,0.1034,0.6042,0.0,0.2368,0.0196,block of flats,0.2811,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.702875,0.17985,0.8080163729633469,0.852054794520548,31.15890410958904,0
236447,Cash loans,F,N,Y,0,67500.0,90000.0,9220.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-18039,-1968.0,-5341.0,-1581,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,University,0.6838695516332466,0.7366006045326975,0.5352762504724826,0.166,0.1338,0.9826,0.0,0.3103,0.1667,0.1152,0.1505,0.0,0.1691,0.1389,0.9826,0.0,0.3103,0.1667,0.1178,0.1568,0.0,0.1676,0.1338,0.9826,0.0,0.3103,0.1667,0.1172,0.1532,0.0,block of flats,0.1184,"Stone, brick",No,1.0,0.0,1.0,0.0,-1631.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.1366,1.0,5.391780821917808,49.42191780821918,0
329058,Cash loans,F,N,Y,2,72000.0,159993.0,11772.0,121500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.00733,-15587,-847.0,-4645.0,-3881,1,1,0,1,1,1,Laborers,4.0,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 1,0.6853220446535262,0.3035159532251629,0.5352762504724826,0.0227,0.0763,0.9781,0.0,0.1034,0.0417,0.0481,0.0177,0.0036,0.0231,0.0746,0.9782,0.0,0.1034,0.0417,0.0458,0.0185,0.0011,0.0229,0.0758,0.9781,0.0,0.1034,0.0417,0.0487,0.018,0.0031,block of flats,0.0239,"Stone, brick",No,1.0,0.0,1.0,0.0,-427.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2.222125,0.1635,0.7594082241098048,2.32054794520548,42.704109589041096,0
233208,Cash loans,F,N,Y,0,180000.0,697500.0,66357.0,697500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-16997,-2406.0,-5184.0,-535,1,1,1,1,1,0,Sales staff,2.0,2,2,SUNDAY,16,0,0,0,0,0,0,Self-employed,0.5059979305057544,0.6654889984250837,0.324891229465852,0.1412,0.0763,0.993,0.2,0.1724,0.375,0.0481,0.2037,0.0355,0.1439,0.0746,0.993,0.2014,0.1724,0.375,0.0458,0.2122,0.0376,0.1426,0.0758,0.993,0.2,0.1724,0.375,0.0487,0.2073,0.0362,block of flats,0.1679,Others,No,0.0,0.0,0.0,0.0,-2293.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.875,0.36865,1.0,6.5917808219178085,46.56712328767123,1
307651,Cash loans,F,N,N,0,135000.0,188460.0,9193.5,135000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.035792,-18002,-5786.0,-8496.0,-1163,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Trade: type 7,0.6574680727686795,0.2302718440134093,0.633031641417419,0.168,0.0727,0.9861,0.08,0.0345,0.3333,0.0946,0.1182,0.0166,0.1712,0.0755,0.9861,0.0806,0.0345,0.3333,0.0968,0.1232,0.0176,0.1697,0.0727,0.9861,0.08,0.0345,0.3333,0.0962,0.1204,0.0169,block of flats,0.0966,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.396,0.0681,0.7163323782234957,15.852054794520548,49.32054794520548,0
451946,Cash loans,F,N,N,0,337500.0,781920.0,34443.0,675000.0,Unaccompanied,Working,Higher education,Widow,House / apartment,0.018634,-18376,-11139.0,-9430.0,-144,1,1,1,1,0,0,Laborers,1.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Other,0.5059979305057544,0.685213845537127,0.7826078370261895,0.166,0.0763,0.9841,0.0,0.3103,0.1667,0.0481,0.1108,0.0,0.1691,0.0746,0.9841,0.0,0.3103,0.1667,0.0458,0.1154,0.0,0.1676,0.0758,0.9841,0.0,0.3103,0.1667,0.0487,0.1127,0.0,block of flats,0.1435,Panel,No,0.0,0.0,0.0,0.0,-551.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2.3168,0.1020533333333333,0.8632596685082873,30.51780821917808,50.345205479452055,0
428024,Cash loans,F,N,N,0,130500.0,983299.5,41791.5,904500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.014464,-20084,-3054.0,-12945.0,-3618,1,1,0,1,0,0,Cooking staff,2.0,2,2,MONDAY,19,0,0,0,0,0,0,Restaurant,0.5059979305057544,0.5210806625607664,0.6894791426446275,0.0247,0.0763,0.9811,0.0,0.069,0.0833,0.0481,0.0274,0.0036,0.0252,0.0746,0.9767,0.0,0.069,0.0833,0.0458,0.0217,0.0011,0.025,0.0758,0.9811,0.0,0.069,0.0833,0.0487,0.0279,0.0031,block of flats,0.0169,"Stone, brick",No,0.0,0.0,0.0,0.0,-2838.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,7.534862068965517,0.3202413793103448,0.919862157969164,8.367123287671232,55.02465753424657,0
342589,Cash loans,M,Y,N,0,180000.0,490495.5,49635.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.007114,-18349,-1648.0,-2938.0,-1890,1,0,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,0.5059979305057544,0.5659614260608526,0.6397075677637197,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,block of flats,0.0688,Panel,No,2.0,0.0,2.0,0.0,-1463.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2.724975,0.27575,0.9266140056330792,4.515068493150685,50.271232876712325,0
125033,Cash loans,F,N,Y,0,225000.0,450000.0,27324.0,450000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.010276,-12751,-1528.0,-227.0,-4349,1,1,0,1,0,0,Accountants,2.0,2,2,FRIDAY,17,0,0,0,0,0,0,Industry: type 9,0.6842115267244162,0.7392732418255746,0.2392262794694045,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,block of flats,0.0688,Panel,No,3.0,0.0,3.0,0.0,-915.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.12144,1.0,4.186301369863013,34.93424657534246,0
